channel_cd,interval_ts_local,meter_id,voltage_lvt,amps_lct,power_factor_pf,number_of_phases,year,month,day,hour,minute,second,week,dayofweek
a,2021-04-16 00:30:00+10:00,396.0,249.0666666666667,0.5208858333333334,-0.8278333333333333,1.0,2021.0,4.0,16.0,0.0,42.5,0.0,15.0,4.0
a,2021-04-16 01:00:00+10:00,396.0,249.66666666666666,0.46599866666666667,-0.7246666666666667,1.0,2021.0,4.0,16.0,1.0,12.5,0.0,15.0,4.0
a,2021-04-16 01:30:00+10:00,396.0,245.55999999999997,0.46941150000000004,-0.7536666666666667,1.0,2021.0,4.0,16.0,1.0,42.5,0.0,15.0,4.0
a,2021-04-16 02:00:00+10:00,396.0,245.3166666666667,0.45760566666666663,-0.7448333333333333,1.0,2021.0,4.0,16.0,2.0,12.5,0.0,15.0,4.0
a,2021-04-16 02:30:00+10:00,396.0,245.03,0.46459249999999996,-0.743,1.0,2021.0,4.0,16.0,2.0,42.5,0.0,15.0,4.0
a,2021-04-16 03:00:00+10:00,396.0,246.225,0.45850366666666664,-0.7421666666666668,1.0,2021.0,4.0,16.0,3.0,12.5,0.0,15.0,4.0
a,2021-04-16 03:30:00+10:00,396.0,248.26666666666665,0.430213,-0.7025,1.0,2021.0,4.0,16.0,3.0,42.5,0.0,15.0,4.0
a,2021-04-16 04:00:00+10:00,396.0,247.61,0.5062453333333333,-0.8036666666666666,1.0,2021.0,4.0,16.0,4.0,12.5,0.0,15.0,4.0
a,2021-04-16 04:30:00+10:00,396.0,246.635,0.43391816666666666,-0.7051666666666666,1.0,2021.0,4.0,16.0,4.0,42.5,0.0,15.0,4.0
a,2021-04-16 05:00:00+10:00,396.0,246.16833333333332,0.5135758333333333,-0.8221666666666666,1.0,2021.0,4.0,16.0,5.0,12.5,0.0,15.0,4.0
a,2021-04-16 05:30:00+10:00,396.0,244.62666666666667,0.435543,-0.715,1.0,2021.0,4.0,16.0,5.0,42.5,0.0,15.0,4.0
a,2021-04-16 06:00:00+10:00,396.0,244.865,0.4653213333333333,-0.7493333333333334,1.0,2021.0,4.0,16.0,6.0,12.5,0.0,15.0,4.0
a,2021-04-16 06:30:00+10:00,396.0,241.78,0.504818,-0.8108333333333334,1.0,2021.0,4.0,16.0,6.0,42.5,0.0,15.0,4.0
a,2021-04-16 07:00:00+10:00,396.0,238.41,0.42868599999999996,-0.6993333333333333,1.0,2021.0,4.0,16.0,7.0,12.5,0.0,15.0,4.0
a,2021-04-16 07:30:00+10:00,396.0,238.31500000000003,0.7826408333333333,-0.5964999999999999,1.0,2021.0,4.0,16.0,7.0,42.5,0.0,15.0,4.0
a,2021-04-16 08:00:00+10:00,396.0,242.42,2.4424953333333335,0.8413333333333334,1.0,2021.0,4.0,16.0,8.0,12.5,0.0,15.0,4.0
a,2021-04-16 08:30:00+10:00,396.0,242.44333333333336,2.582735,0.8694999999999999,1.0,2021.0,4.0,16.0,8.0,42.5,0.0,15.0,4.0
a,2021-04-16 09:00:00+10:00,396.0,237.73333333333335,1.8172585,-0.057499999999999996,1.0,2021.0,4.0,16.0,9.0,12.5,0.0,15.0,4.0
a,2021-04-16 09:30:00+10:00,396.0,238.74,1.6578968333333333,-0.08099999999999997,1.0,2021.0,4.0,16.0,9.0,42.5,0.0,15.0,4.0
a,2021-04-16 10:00:00+10:00,396.0,244.99166666666667,1.6719526666666666,-0.0695,1.0,2021.0,4.0,16.0,10.0,12.5,0.0,15.0,4.0
a,2021-04-16 10:30:00+10:00,396.0,244.53333333333333,1.5496208333333332,-0.05250000000000001,1.0,2021.0,4.0,16.0,10.0,42.5,0.0,15.0,4.0
a,2021-04-16 11:00:00+10:00,396.0,245.13333333333333,2.7225783333333333,-0.32283333333333336,1.0,2021.0,4.0,16.0,11.0,12.5,0.0,15.0,4.0
a,2021-04-16 11:30:00+10:00,396.0,247.01,1.2462148333333334,-0.3431666666666667,1.0,2021.0,4.0,16.0,11.0,42.5,0.0,15.0,4.0
a,2021-04-16 12:00:00+10:00,396.0,246.03333333333333,2.0899823333333334,-0.3638333333333333,1.0,2021.0,4.0,16.0,12.0,12.5,0.0,15.0,4.0
a,2021-04-16 12:30:00+10:00,396.0,245.10333333333332,3.1723133333333333,-0.37483333333333335,1.0,2021.0,4.0,16.0,12.0,42.5,0.0,15.0,4.0
a,2021-04-16 13:00:00+10:00,396.0,246.465,1.2508983333333334,-0.6791666666666667,1.0,2021.0,4.0,16.0,13.0,12.5,0.0,15.0,4.0
a,2021-04-16 13:30:00+10:00,396.0,243.45333333333335,0.9973781666666667,-0.631,1.0,2021.0,4.0,16.0,13.0,42.5,0.0,15.0,4.0
a,2021-04-16 14:00:00+10:00,396.0,244.42666666666665,1.322045,-0.349,1.0,2021.0,4.0,16.0,14.0,12.5,0.0,15.0,4.0
a,2021-04-16 14:30:00+10:00,396.0,245.4,0.8544741666666665,-0.576,1.0,2021.0,4.0,16.0,14.0,42.5,0.0,15.0,4.0
a,2021-04-16 15:00:00+10:00,396.0,245.07666666666668,0.6551385,-0.5136666666666666,1.0,2021.0,4.0,16.0,15.0,12.5,0.0,15.0,4.0
a,2021-04-16 15:30:00+10:00,396.0,242.57500000000002,1.1393283333333335,-0.2698333333333333,1.0,2021.0,4.0,16.0,15.0,42.5,0.0,15.0,4.0
a,2021-04-16 16:00:00+10:00,396.0,242.14166666666665,0.7298641666666668,-0.566,1.0,2021.0,4.0,16.0,16.0,12.5,0.0,15.0,4.0
a,2021-04-16 16:30:00+10:00,396.0,238.26333333333332,1.2423266666666668,-0.34149999999999997,1.0,2021.0,4.0,16.0,16.0,42.5,0.0,15.0,4.0
a,2021-04-16 17:00:00+10:00,396.0,237.3216666666667,1.4416396666666669,-0.02616666666666667,1.0,2021.0,4.0,16.0,17.0,12.5,0.0,15.0,4.0
a,2021-04-16 17:30:00+10:00,396.0,231.485,1.840931,0.858,1.0,2021.0,4.0,16.0,17.0,42.5,0.0,15.0,4.0
a,2021-04-16 18:00:00+10:00,396.0,232.05499999999998,2.4162326666666667,0.8893333333333334,1.0,2021.0,4.0,16.0,18.0,12.5,0.0,15.0,4.0
a,2021-04-16 18:30:00+10:00,396.0,232.73833333333334,2.703041666666667,0.9314999999999999,1.0,2021.0,4.0,16.0,18.0,42.5,0.0,15.0,4.0
a,2021-04-16 19:00:00+10:00,396.0,235.28833333333333,2.446195,0.9108333333333333,1.0,2021.0,4.0,16.0,19.0,12.5,0.0,15.0,4.0
a,2021-04-16 19:30:00+10:00,396.0,235.75166666666667,1.975945,0.8753333333333334,1.0,2021.0,4.0,16.0,19.0,42.5,0.0,15.0,4.0
a,2021-04-16 20:00:00+10:00,396.0,233.66666666666666,2.1234249999999997,0.8766666666666666,1.0,2021.0,4.0,16.0,20.0,12.5,0.0,15.0,4.0
a,2021-04-16 20:30:00+10:00,396.0,234.77666666666667,1.7330766666666666,0.8656666666666667,1.0,2021.0,4.0,16.0,20.0,42.5,0.0,15.0,4.0
a,2021-04-16 21:00:00+10:00,396.0,235.25833333333333,1.3855716666666666,0.9056666666666667,1.0,2021.0,4.0,16.0,21.0,12.5,0.0,15.0,4.0
a,2021-04-16 21:30:00+10:00,396.0,238.32000000000002,1.9741816666666665,0.8206666666666665,1.0,2021.0,4.0,16.0,21.0,42.5,0.0,15.0,4.0
a,2021-04-16 22:00:00+10:00,396.0,235.43666666666664,1.8790399999999998,0.8203333333333332,1.0,2021.0,4.0,16.0,22.0,12.5,0.0,15.0,4.0
a,2021-04-16 22:30:00+10:00,396.0,235.53666666666666,2.2481899999999997,0.8101666666666666,1.0,2021.0,4.0,16.0,22.0,42.5,0.0,15.0,4.0
a,2021-04-16 23:00:00+10:00,396.0,237.26,1.6872533333333333,0.8571666666666666,1.0,2021.0,4.0,16.0,23.0,12.5,0.0,15.0,4.0
a,2021-04-16 23:30:00+10:00,396.0,243.34333333333333,2.682211666666667,0.9143333333333333,1.0,2021.0,4.0,16.0,23.0,42.5,0.0,15.0,4.0
a,2021-04-17 00:00:00+10:00,396.0,242.40666666666667,1.8545983333333333,0.8494999999999999,1.0,2021.0,4.0,17.0,0.0,12.5,0.0,15.0,5.0
a,2021-04-17 00:30:00+10:00,396.0,242.8166666666667,1.2197038333333332,0.9333333333333332,1.0,2021.0,4.0,17.0,0.0,42.5,0.0,15.0,5.0
a,2021-04-17 01:00:00+10:00,396.0,242.51,0.9201523333333333,0.9998333333333332,1.0,2021.0,4.0,17.0,1.0,12.5,0.0,15.0,5.0
a,2021-04-17 01:30:00+10:00,396.0,243.19500000000002,0.5532136666666667,-0.828,1.0,2021.0,4.0,17.0,1.0,42.5,0.0,15.0,5.0
a,2021-04-17 02:00:00+10:00,396.0,242.345,0.4587303333333333,-0.7555,1.0,2021.0,4.0,17.0,2.0,12.5,0.0,15.0,5.0
a,2021-04-17 02:30:00+10:00,396.0,242.12,0.48566400000000004,-0.7905000000000001,1.0,2021.0,4.0,17.0,2.0,42.5,0.0,15.0,5.0
a,2021-04-17 03:00:00+10:00,396.0,243.23333333333335,0.4070373333333333,-0.664,1.0,2021.0,4.0,17.0,3.0,12.5,0.0,15.0,5.0
a,2021-04-17 03:30:00+10:00,396.0,241.76,0.4501121666666667,-0.7366666666666667,1.0,2021.0,4.0,17.0,3.0,42.5,0.0,15.0,5.0
a,2021-04-17 04:00:00+10:00,396.0,241.54166666666666,0.4464956666666667,-0.7294999999999999,1.0,2021.0,4.0,17.0,4.0,12.5,0.0,15.0,5.0
a,2021-04-17 04:30:00+10:00,396.0,240.72833333333332,0.47038016666666665,-0.7608333333333334,1.0,2021.0,4.0,17.0,4.0,42.5,0.0,15.0,5.0
a,2021-04-17 05:00:00+10:00,396.0,240.34166666666667,0.46334733333333333,-0.7583333333333333,1.0,2021.0,4.0,17.0,5.0,12.5,0.0,15.0,5.0
a,2021-04-17 05:30:00+10:00,396.0,238.43499999999997,0.4667786666666667,-0.7456666666666667,1.0,2021.0,4.0,17.0,5.0,42.5,0.0,15.0,5.0
a,2021-04-17 06:00:00+10:00,396.0,239.45166666666668,0.4504396666666666,-0.7336666666666667,1.0,2021.0,4.0,17.0,6.0,12.5,0.0,15.0,5.0
a,2021-04-17 06:30:00+10:00,396.0,237.81833333333336,0.452998,-0.7398333333333333,1.0,2021.0,4.0,17.0,6.0,42.5,0.0,15.0,5.0
a,2021-04-17 07:00:00+10:00,396.0,239.34666666666666,0.4061305,-0.6658333333333334,1.0,2021.0,4.0,17.0,7.0,12.5,0.0,15.0,5.0
a,2021-04-17 07:30:00+10:00,396.0,240.20666666666668,0.48766133333333334,-0.7864999999999999,1.0,2021.0,4.0,17.0,7.0,42.5,0.0,15.0,5.0
a,2021-04-17 08:00:00+10:00,396.0,239.58166666666668,0.8025713333333334,-0.5063333333333333,1.0,2021.0,4.0,17.0,8.0,12.5,0.0,15.0,5.0
a,2021-04-17 08:30:00+10:00,396.0,239.10333333333332,2.1974826666666667,0.533,1.0,2021.0,4.0,17.0,8.0,42.5,0.0,15.0,5.0
a,2021-04-17 09:00:00+10:00,396.0,239.835,2.2853533333333336,0.844,1.0,2021.0,4.0,17.0,9.0,12.5,0.0,15.0,5.0
a,2021-04-17 09:30:00+10:00,396.0,240.54833333333332,1.4788628333333333,0.014833333333333329,1.0,2021.0,4.0,17.0,9.0,42.5,0.0,15.0,5.0
a,2021-04-17 10:00:00+10:00,396.0,242.02833333333334,0.9106146666666667,-0.24683333333333332,1.0,2021.0,4.0,17.0,10.0,12.5,0.0,15.0,5.0
a,2021-04-17 10:30:00+10:00,396.0,242.93666666666664,1.2429901666666667,0.0001666666666666483,1.0,2021.0,4.0,17.0,10.0,42.5,0.0,15.0,5.0
a,2021-04-17 11:00:00+10:00,396.0,241.45000000000002,0.7823181666666666,-0.5241666666666666,1.0,2021.0,4.0,17.0,11.0,12.5,0.0,15.0,5.0
a,2021-04-17 11:30:00+10:00,396.0,241.17,1.1781858333333333,-0.2248333333333333,1.0,2021.0,4.0,17.0,11.0,42.5,0.0,15.0,5.0
a,2021-04-17 12:00:00+10:00,396.0,243.23166666666668,1.9991875,-0.6028333333333333,1.0,2021.0,4.0,17.0,12.0,12.5,0.0,15.0,5.0
a,2021-04-17 12:30:00+10:00,396.0,242.07833333333335,1.1843293333333333,-0.6789999999999999,1.0,2021.0,4.0,17.0,12.0,42.5,0.0,15.0,5.0
a,2021-04-17 13:00:00+10:00,396.0,239.42,1.2214981666666667,-0.6321666666666667,1.0,2021.0,4.0,17.0,13.0,12.5,0.0,15.0,5.0
a,2021-04-17 13:30:00+10:00,396.0,238.04999999999998,1.1862886666666668,-0.6448333333333334,1.0,2021.0,4.0,17.0,13.0,42.5,0.0,15.0,5.0
a,2021-04-17 14:00:00+10:00,396.0,235.41166666666666,1.171025,-0.9691666666666666,1.0,2021.0,4.0,17.0,14.0,12.5,0.0,15.0,5.0
a,2021-04-17 14:30:00+10:00,396.0,240.21333333333334,0.622767,-0.887,1.0,2021.0,4.0,17.0,14.0,42.5,0.0,15.0,5.0
a,2021-04-17 15:00:00+10:00,396.0,243.89499999999998,0.6082403333333334,-0.8723333333333333,1.0,2021.0,4.0,17.0,15.0,12.5,0.0,15.0,5.0
a,2021-04-17 15:30:00+10:00,396.0,243.285,0.4240245,-0.7358333333333333,1.0,2021.0,4.0,17.0,15.0,42.5,0.0,15.0,5.0
a,2021-04-17 16:00:00+10:00,396.0,239.99666666666667,0.8804468333333334,-0.5661666666666666,1.0,2021.0,4.0,17.0,16.0,12.5,0.0,15.0,5.0
a,2021-04-17 16:30:00+10:00,396.0,238.67499999999998,1.0301289999999999,-0.644,1.0,2021.0,4.0,17.0,16.0,42.5,0.0,15.0,5.0
a,2021-04-17 17:00:00+10:00,396.0,238.35666666666665,1.3227355,-0.6325,1.0,2021.0,4.0,17.0,17.0,12.5,0.0,15.0,5.0
a,2021-04-17 17:30:00+10:00,396.0,238.27666666666667,1.6942783333333333,0.9618333333333333,1.0,2021.0,4.0,17.0,17.0,42.5,0.0,15.0,5.0
a,2021-04-17 18:00:00+10:00,396.0,239.95833333333334,1.4340083333333336,0.34883333333333333,1.0,2021.0,4.0,17.0,18.0,12.5,0.0,15.0,5.0
a,2021-04-17 18:30:00+10:00,396.0,240.545,1.4346801666666666,-0.38316666666666666,1.0,2021.0,4.0,17.0,18.0,42.5,0.0,15.0,5.0
a,2021-04-17 19:00:00+10:00,396.0,233.28666666666666,1.499195,-0.021666666666666667,1.0,2021.0,4.0,17.0,19.0,12.5,0.0,15.0,5.0
a,2021-04-17 19:30:00+10:00,396.0,235.12166666666667,1.0589671666666667,-0.004833333333333338,1.0,2021.0,4.0,17.0,19.0,42.5,0.0,15.0,5.0
a,2021-04-17 20:00:00+10:00,396.0,234.1833333333333,1.2515660000000002,-0.7005,1.0,2021.0,4.0,17.0,20.0,12.5,0.0,15.0,5.0
a,2021-04-17 20:30:00+10:00,396.0,234.27166666666668,1.5914025,-0.3875,1.0,2021.0,4.0,17.0,20.0,42.5,0.0,15.0,5.0
a,2021-04-17 21:00:00+10:00,396.0,235.18166666666664,1.3089251666666666,-0.3586666666666667,1.0,2021.0,4.0,17.0,21.0,12.5,0.0,15.0,5.0
a,2021-04-17 21:30:00+10:00,396.0,237.75833333333333,1.5179183333333333,0.6033333333333334,1.0,2021.0,4.0,17.0,21.0,42.5,0.0,15.0,5.0
a,2021-04-17 22:00:00+10:00,396.0,239.42,1.27536,-0.36400000000000005,1.0,2021.0,4.0,17.0,22.0,12.5,0.0,15.0,5.0
a,2021-04-17 22:30:00+10:00,396.0,240.495,1.6885766666666668,-0.3838333333333333,1.0,2021.0,4.0,17.0,22.0,42.5,0.0,15.0,5.0
a,2021-04-17 23:00:00+10:00,396.0,242.41166666666666,1.2441600000000002,-0.047166666666666655,1.0,2021.0,4.0,17.0,23.0,12.5,0.0,15.0,5.0
a,2021-04-17 23:30:00+10:00,396.0,242.64333333333332,0.9398979999999999,0.06966666666666665,1.0,2021.0,4.0,17.0,23.0,42.5,0.0,15.0,5.0
a,2021-04-18 00:00:00+10:00,396.0,245.3983333333333,0.48446866666666666,-0.7535,1.0,2021.0,4.0,18.0,0.0,12.5,0.0,15.0,6.0
a,2021-04-18 00:30:00+10:00,396.0,246.58833333333334,0.4975955,-0.7675000000000001,1.0,2021.0,4.0,18.0,0.0,42.5,0.0,15.0,6.0
a,2021-04-18 01:00:00+10:00,396.0,246.18666666666664,0.46730849999999996,-0.7185,1.0,2021.0,4.0,18.0,1.0,12.5,0.0,15.0,6.0
a,2021-04-18 01:30:00+10:00,396.0,244.73,0.46943566666666664,-0.7281666666666666,1.0,2021.0,4.0,18.0,1.0,42.5,0.0,15.0,6.0
a,2021-04-18 02:00:00+10:00,396.0,244.16666666666666,0.45602600000000004,-0.707,1.0,2021.0,4.0,18.0,2.0,12.5,0.0,15.0,6.0
a,2021-04-18 02:30:00+10:00,396.0,242.005,0.4571095,-0.7066666666666667,1.0,2021.0,4.0,18.0,2.0,42.5,0.0,15.0,6.0
a,2021-04-18 03:00:00+10:00,396.0,242.38333333333333,0.4206161666666666,-0.6405,1.0,2021.0,4.0,18.0,3.0,12.5,0.0,15.0,6.0
a,2021-04-18 03:30:00+10:00,396.0,242.92666666666665,0.4575126666666667,-0.6999999999999998,1.0,2021.0,4.0,18.0,3.0,42.5,0.0,15.0,6.0
a,2021-04-18 04:00:00+10:00,396.0,243.7733333333333,0.46878783333333335,-0.7174999999999999,1.0,2021.0,4.0,18.0,4.0,12.5,0.0,15.0,6.0
a,2021-04-18 04:30:00+10:00,396.0,242.285,0.5284425,-0.7975,1.0,2021.0,4.0,18.0,4.0,42.5,0.0,15.0,6.0
a,2021-04-18 05:00:00+10:00,396.0,242.40333333333334,0.456532,-0.7113333333333333,1.0,2021.0,4.0,18.0,5.0,12.5,0.0,15.0,6.0
a,2021-04-18 05:30:00+10:00,396.0,241.70666666666668,0.416336,-0.6343333333333333,1.0,2021.0,4.0,18.0,5.0,42.5,0.0,15.0,6.0
a,2021-04-18 06:00:00+10:00,396.0,240.61833333333334,0.4734415,-0.6913333333333332,1.0,2021.0,4.0,18.0,6.0,12.5,0.0,15.0,6.0
a,2021-04-18 06:30:00+10:00,396.0,241.25333333333333,0.4518261666666667,-0.6946666666666667,1.0,2021.0,4.0,18.0,6.0,42.5,0.0,15.0,6.0
a,2021-04-18 07:00:00+10:00,396.0,239.34666666666666,0.4502041666666667,-0.6916666666666668,1.0,2021.0,4.0,18.0,7.0,12.5,0.0,15.0,6.0
a,2021-04-18 07:30:00+10:00,396.0,238.63666666666666,0.44945166666666664,-0.6880000000000001,1.0,2021.0,4.0,18.0,7.0,42.5,0.0,15.0,6.0
a,2021-04-18 08:00:00+10:00,396.0,239.13833333333332,1.967001,0.517,1.0,2021.0,4.0,18.0,8.0,12.5,0.0,15.0,6.0
a,2021-04-18 08:30:00+10:00,396.0,240.13166666666666,1.9566666666666668,0.6011666666666666,1.0,2021.0,4.0,18.0,8.0,42.5,0.0,15.0,6.0
a,2021-04-18 09:00:00+10:00,396.0,237.17,1.3702406666666667,-0.0020000000000000018,1.0,2021.0,4.0,18.0,9.0,12.5,0.0,15.0,6.0
a,2021-04-18 09:30:00+10:00,396.0,241.20833333333334,1.0702773333333333,-0.23349999999999996,1.0,2021.0,4.0,18.0,9.0,42.5,0.0,15.0,6.0
a,2021-04-18 10:00:00+10:00,396.0,243.01,0.9929476666666667,-0.24483333333333332,1.0,2021.0,4.0,18.0,10.0,12.5,0.0,15.0,6.0
a,2021-04-18 10:30:00+10:00,396.0,246.30166666666665,0.9231378333333332,-0.6591666666666667,1.0,2021.0,4.0,18.0,10.0,42.5,0.0,15.0,6.0
a,2021-04-18 11:00:00+10:00,396.0,245.98333333333335,0.7647793333333333,-0.4748333333333333,1.0,2021.0,4.0,18.0,11.0,12.5,0.0,15.0,6.0
a,2021-04-18 11:30:00+10:00,396.0,247.35,1.3961145000000001,-0.6541666666666667,1.0,2021.0,4.0,18.0,11.0,42.5,0.0,15.0,6.0
a,2021-04-18 12:00:00+10:00,396.0,244.79666666666665,4.260681166666667,-0.9853333333333333,1.0,2021.0,4.0,18.0,12.0,12.5,0.0,15.0,6.0
a,2021-04-18 12:30:00+10:00,396.0,241.36833333333334,6.091562499999999,-0.9938333333333333,1.0,2021.0,4.0,18.0,12.0,42.5,0.0,15.0,6.0
a,2021-04-18 13:00:00+10:00,396.0,243.18666666666664,1.8202413333333334,-0.9693333333333333,1.0,2021.0,4.0,18.0,13.0,12.5,0.0,15.0,6.0
a,2021-04-18 13:30:00+10:00,396.0,241.73833333333334,2.3039183333333333,-0.969,1.0,2021.0,4.0,18.0,13.0,42.5,0.0,15.0,6.0
a,2021-04-18 14:00:00+10:00,396.0,241.15,0.7471343333333333,-0.965,1.0,2021.0,4.0,18.0,14.0,12.5,0.0,15.0,6.0
a,2021-04-18 14:30:00+10:00,396.0,240.47166666666666,0.7362289999999999,-0.9661666666666666,1.0,2021.0,4.0,18.0,14.0,42.5,0.0,15.0,6.0
a,2021-04-18 15:00:00+10:00,396.0,241.47,0.5515751666666667,-0.7888333333333333,1.0,2021.0,4.0,18.0,15.0,12.5,0.0,15.0,6.0
a,2021-04-18 15:30:00+10:00,396.0,240.79166666666666,0.7415651666666667,-0.9661666666666666,1.0,2021.0,4.0,18.0,15.0,42.5,0.0,15.0,6.0
a,2021-04-18 16:00:00+10:00,396.0,241.12833333333333,0.5062258333333333,-0.743,1.0,2021.0,4.0,18.0,16.0,12.5,0.0,15.0,6.0
a,2021-04-18 16:30:00+10:00,396.0,238.54166666666666,1.0877075,-0.5406666666666666,1.0,2021.0,4.0,18.0,16.0,42.5,0.0,15.0,6.0
a,2021-04-18 17:00:00+10:00,396.0,237.615,3.186995,-0.6651666666666667,1.0,2021.0,4.0,18.0,17.0,12.5,0.0,15.0,6.0
a,2021-04-18 17:30:00+10:00,396.0,236.92,1.5123499999999999,-0.3176666666666667,1.0,2021.0,4.0,18.0,17.0,42.5,0.0,15.0,6.0
a,2021-04-18 18:00:00+10:00,396.0,239.89,0.9373273333333333,-0.906,1.0,2021.0,4.0,18.0,18.0,12.5,0.0,15.0,6.0
a,2021-04-18 18:30:00+10:00,396.0,237.00666666666666,1.0317571666666667,-0.5841666666666666,1.0,2021.0,4.0,18.0,18.0,42.5,0.0,15.0,6.0
a,2021-04-18 19:00:00+10:00,396.0,236.49,1.300535,-0.6451666666666667,1.0,2021.0,4.0,18.0,19.0,12.5,0.0,15.0,6.0
a,2021-04-18 19:30:00+10:00,396.0,237.50666666666666,1.5755949999999999,-0.018666666666666682,1.0,2021.0,4.0,18.0,19.0,42.5,0.0,15.0,6.0
a,2021-04-18 20:00:00+10:00,396.0,237.55499999999998,1.5094883333333333,0.9904999999999999,1.0,2021.0,4.0,18.0,20.0,12.5,0.0,15.0,6.0
a,2021-04-18 20:30:00+10:00,396.0,238.97333333333333,1.3574316666666666,0.9994999999999999,1.0,2021.0,4.0,18.0,20.0,42.5,0.0,15.0,6.0
a,2021-04-18 21:00:00+10:00,396.0,237.92666666666665,1.1716966666666666,0.9988333333333334,1.0,2021.0,4.0,18.0,21.0,12.5,0.0,15.0,6.0
a,2021-04-18 21:30:00+10:00,396.0,238.915,2.38442,-0.030833333333333324,1.0,2021.0,4.0,18.0,21.0,42.5,0.0,15.0,6.0
a,2021-04-18 22:00:00+10:00,396.0,238.00833333333333,1.6745983333333332,0.6406666666666666,1.0,2021.0,4.0,18.0,22.0,12.5,0.0,15.0,6.0
a,2021-04-18 22:30:00+10:00,396.0,239.38833333333332,1.4991033333333332,0.9740000000000001,1.0,2021.0,4.0,18.0,22.0,42.5,0.0,15.0,6.0
a,2021-04-18 23:00:00+10:00,396.0,239.76333333333332,1.7670649999999999,0.9418333333333333,1.0,2021.0,4.0,18.0,23.0,12.5,0.0,15.0,6.0
a,2021-04-18 23:30:00+10:00,396.0,241.95000000000002,0.6892849999999999,-0.6281666666666667,1.0,2021.0,4.0,18.0,23.0,42.5,0.0,15.0,6.0
a,2021-04-19 00:00:00+10:00,396.0,242.66333333333333,0.6243865000000001,0.10099999999999999,1.0,2021.0,4.0,19.0,0.0,12.5,0.0,16.0,0.0
a,2021-04-19 00:30:00+10:00,396.0,242.875,0.46320449999999996,-0.7351666666666666,1.0,2021.0,4.0,19.0,0.0,42.5,0.0,16.0,0.0
a,2021-04-19 01:00:00+10:00,396.0,245.8516666666667,0.4432995,-0.7185,1.0,2021.0,4.0,19.0,1.0,12.5,0.0,16.0,0.0
a,2021-04-19 01:30:00+10:00,396.0,244.21666666666667,0.39142283333333333,-0.6353333333333333,1.0,2021.0,4.0,19.0,1.0,42.5,0.0,16.0,0.0
a,2021-04-19 02:00:00+10:00,396.0,244.81833333333336,0.47542966666666664,-0.7709999999999999,1.0,2021.0,4.0,19.0,2.0,12.5,0.0,16.0,0.0
a,2021-04-19 02:30:00+10:00,396.0,244.22833333333332,0.423633,-0.6968333333333333,1.0,2021.0,4.0,19.0,2.0,42.5,0.0,16.0,0.0
a,2021-04-19 03:00:00+10:00,396.0,244.29999999999998,0.4461036666666667,-0.717,1.0,2021.0,4.0,19.0,3.0,12.5,0.0,16.0,0.0
a,2021-04-19 03:30:00+10:00,396.0,242.19500000000002,0.4383603333333333,-0.7181666666666667,1.0,2021.0,4.0,19.0,3.0,42.5,0.0,16.0,0.0
a,2021-04-19 04:00:00+10:00,396.0,240.535,0.444127,-0.7078333333333333,1.0,2021.0,4.0,19.0,4.0,12.5,0.0,16.0,0.0
a,2021-04-19 04:30:00+10:00,396.0,241.12166666666667,0.4001995,-0.6418333333333334,1.0,2021.0,4.0,19.0,4.0,42.5,0.0,16.0,0.0
a,2021-04-19 05:00:00+10:00,396.0,240.69833333333335,0.39807216666666667,-0.6321666666666667,1.0,2021.0,4.0,19.0,5.0,12.5,0.0,16.0,0.0
a,2021-04-19 05:30:00+10:00,396.0,239.8133333333333,0.47482549999999996,-0.7615,1.0,2021.0,4.0,19.0,5.0,42.5,0.0,16.0,0.0
a,2021-04-19 06:00:00+10:00,396.0,238.38666666666666,0.4759196666666667,-0.77,1.0,2021.0,4.0,19.0,6.0,12.5,0.0,16.0,0.0
a,2021-04-19 06:30:00+10:00,396.0,240.29666666666665,0.3904458333333334,-0.621,1.0,2021.0,4.0,19.0,6.0,42.5,0.0,16.0,0.0
a,2021-04-19 07:00:00+10:00,396.0,239.08166666666668,1.3316456666666667,0.12183333333333335,1.0,2021.0,4.0,19.0,7.0,12.5,0.0,16.0,0.0
a,2021-04-19 07:30:00+10:00,396.0,237.82000000000002,3.8655250000000003,0.8961666666666667,1.0,2021.0,4.0,19.0,7.0,42.5,0.0,16.0,0.0
a,2021-04-19 08:00:00+10:00,396.0,238.35999999999999,3.1221150000000004,0.2876666666666667,1.0,2021.0,4.0,19.0,8.0,12.5,0.0,16.0,0.0
a,2021-04-19 08:30:00+10:00,396.0,238.07333333333335,1.7965263333333334,-0.03716666666666666,1.0,2021.0,4.0,19.0,8.0,42.5,0.0,16.0,0.0
a,2021-04-19 09:00:00+10:00,396.0,239.99166666666667,1.0947283333333333,-0.24016666666666664,1.0,2021.0,4.0,19.0,9.0,12.5,0.0,16.0,0.0
a,2021-04-19 09:30:00+10:00,396.0,240.64333333333335,1.3947878333333332,-0.026166666666666654,1.0,2021.0,4.0,19.0,9.0,42.5,0.0,16.0,0.0
a,2021-04-19 10:00:00+10:00,396.0,239.84333333333333,0.8675295,-0.4628333333333334,1.0,2021.0,4.0,19.0,10.0,12.5,0.0,16.0,0.0
a,2021-04-19 10:30:00+10:00,396.0,241.47,2.8646738333333333,-0.36283333333333334,1.0,2021.0,4.0,19.0,10.0,42.5,0.0,16.0,0.0
