channel_cd,interval_ts_local,meter_id,voltage_lvt,amps_lct,power_factor_pf,number_of_phases,year,month,day,hour,minute,second,week,dayofweek
a,2021-04-08 08:30:00+10:00,396.0,241.835,1.4061358333333331,0.02199999999999998,1.0,2021.0,4.0,8.0,8.0,42.5,0.0,14.0,3.0
a,2021-04-08 09:00:00+10:00,396.0,242.9416666666667,0.9623958333333333,-0.6183333333333333,1.0,2021.0,4.0,8.0,9.0,12.5,0.0,14.0,3.0
a,2021-04-08 09:30:00+10:00,396.0,245.92,0.49102500000000004,-0.8138333333333333,1.0,2021.0,4.0,8.0,9.0,42.5,0.0,14.0,3.0
a,2021-04-08 10:00:00+10:00,396.0,246.25833333333333,0.40651750000000003,-0.7148333333333333,1.0,2021.0,4.0,8.0,10.0,12.5,0.0,14.0,3.0
a,2021-04-08 10:30:00+10:00,396.0,245.66333333333333,0.5134576666666667,-0.8300000000000001,1.0,2021.0,4.0,8.0,10.0,42.5,0.0,14.0,3.0
a,2021-04-08 11:00:00+10:00,396.0,245.82500000000002,0.5040861666666667,-0.8488333333333333,1.0,2021.0,4.0,8.0,11.0,12.5,0.0,14.0,3.0
a,2021-04-08 11:30:00+10:00,396.0,247.45666666666668,0.46500583333333334,-0.7938333333333333,1.0,2021.0,4.0,8.0,11.0,42.5,0.0,14.0,3.0
a,2021-04-08 12:00:00+10:00,396.0,246.38666666666666,0.6314763333333333,-0.8935,1.0,2021.0,4.0,8.0,12.0,12.5,0.0,14.0,3.0
a,2021-04-08 12:30:00+10:00,396.0,244.95666666666668,0.7017716666666667,-0.9803333333333333,1.0,2021.0,4.0,8.0,12.0,42.5,0.0,14.0,3.0
a,2021-04-08 13:00:00+10:00,396.0,246.525,0.6116853333333333,-0.9321666666666667,1.0,2021.0,4.0,8.0,13.0,12.5,0.0,14.0,3.0
a,2021-04-08 13:30:00+10:00,396.0,242.24333333333334,0.4557773333333333,-0.7943333333333333,1.0,2021.0,4.0,8.0,13.0,42.5,0.0,14.0,3.0
a,2021-04-08 14:00:00+10:00,396.0,243.7266666666667,0.490897,-0.802,1.0,2021.0,4.0,8.0,14.0,12.5,0.0,14.0,3.0
a,2021-04-08 14:30:00+10:00,396.0,243.17666666666665,0.43227166666666667,-0.763,1.0,2021.0,4.0,8.0,14.0,42.5,0.0,14.0,3.0
a,2021-04-08 15:00:00+10:00,396.0,242.0533333333333,0.4951008333333333,-0.8126666666666668,1.0,2021.0,4.0,8.0,15.0,12.5,0.0,14.0,3.0
a,2021-04-08 15:30:00+10:00,396.0,240.465,1.0973788333333334,-0.9781666666666666,1.0,2021.0,4.0,8.0,15.0,42.5,0.0,14.0,3.0
a,2021-04-08 16:00:00+10:00,396.0,237.55499999999998,1.2650256666666666,-0.6589999999999999,1.0,2021.0,4.0,8.0,16.0,12.5,0.0,14.0,3.0
a,2021-04-08 16:30:00+10:00,396.0,235.88,0.7245866666666667,-0.9823333333333334,1.0,2021.0,4.0,8.0,16.0,42.5,0.0,14.0,3.0
a,2021-04-08 17:00:00+10:00,396.0,237.92666666666665,0.7688348333333334,-0.9793333333333333,1.0,2021.0,4.0,8.0,17.0,12.5,0.0,14.0,3.0
a,2021-04-08 17:30:00+10:00,396.0,237.87333333333333,0.5596420000000001,-0.8135,1.0,2021.0,4.0,8.0,17.0,42.5,0.0,14.0,3.0
a,2021-04-08 18:00:00+10:00,396.0,238.13,0.4632351666666667,-0.7748333333333334,1.0,2021.0,4.0,8.0,18.0,12.5,0.0,14.0,3.0
a,2021-04-08 18:30:00+10:00,396.0,236.55499999999998,0.48757350000000005,-0.7773333333333333,1.0,2021.0,4.0,8.0,18.0,42.5,0.0,14.0,3.0
a,2021-04-08 19:00:00+10:00,396.0,237.61333333333334,0.46018033333333336,-0.7551666666666667,1.0,2021.0,4.0,8.0,19.0,12.5,0.0,14.0,3.0
a,2021-04-08 19:30:00+10:00,396.0,235.26999999999998,0.5740035,-0.9043333333333333,1.0,2021.0,4.0,8.0,19.0,42.5,0.0,14.0,3.0
a,2021-04-08 20:00:00+10:00,396.0,235.56166666666664,0.8793303333333333,-0.6593333333333333,1.0,2021.0,4.0,8.0,20.0,12.5,0.0,14.0,3.0
a,2021-04-08 20:30:00+10:00,396.0,235.67333333333332,0.8661655,-0.6475,1.0,2021.0,4.0,8.0,20.0,42.5,0.0,14.0,3.0
a,2021-04-08 21:00:00+10:00,396.0,236.9333333333333,0.7553084999999999,-0.9743333333333334,1.0,2021.0,4.0,8.0,21.0,12.5,0.0,14.0,3.0
a,2021-04-08 21:30:00+10:00,396.0,237.42499999999998,0.620589,-0.3108333333333333,1.0,2021.0,4.0,8.0,21.0,42.5,0.0,14.0,3.0
a,2021-04-08 22:00:00+10:00,396.0,239.66166666666666,0.5542726666666666,-0.13483333333333333,1.0,2021.0,4.0,8.0,22.0,12.5,0.0,14.0,3.0
a,2021-04-08 22:30:00+10:00,396.0,237.43999999999997,0.5042691666666667,-0.7968333333333333,1.0,2021.0,4.0,8.0,22.0,42.5,0.0,14.0,3.0
a,2021-04-08 23:00:00+10:00,396.0,241.54666666666665,0.44143783333333336,-0.7241666666666666,1.0,2021.0,4.0,8.0,23.0,12.5,0.0,14.0,3.0
a,2021-04-08 23:30:00+10:00,396.0,243.37333333333333,0.4212278333333333,-0.6846666666666668,1.0,2021.0,4.0,8.0,23.0,42.5,0.0,14.0,3.0
a,2021-04-09 00:00:00+10:00,396.0,242.725,0.4556196666666667,-0.7596666666666666,1.0,2021.0,4.0,9.0,0.0,12.5,0.0,14.0,4.0
a,2021-04-09 00:30:00+10:00,396.0,242.23333333333335,0.45863116666666665,-0.7546666666666666,1.0,2021.0,4.0,9.0,0.0,42.5,0.0,14.0,4.0
a,2021-04-09 01:00:00+10:00,396.0,242.20166666666668,0.4581036666666667,-0.7505000000000001,1.0,2021.0,4.0,9.0,1.0,12.5,0.0,14.0,4.0
a,2021-04-09 01:30:00+10:00,396.0,242.09166666666667,0.47225,-0.7521666666666667,1.0,2021.0,4.0,9.0,1.0,42.5,0.0,14.0,4.0
a,2021-04-09 02:00:00+10:00,396.0,242.87666666666667,0.4209421666666667,-0.6776666666666666,1.0,2021.0,4.0,9.0,2.0,12.5,0.0,14.0,4.0
a,2021-04-09 02:30:00+10:00,396.0,242.45833333333334,0.4219108333333333,-0.6745,1.0,2021.0,4.0,9.0,2.0,42.5,0.0,14.0,4.0
a,2021-04-09 03:00:00+10:00,396.0,242.14499999999998,0.42143949999999997,-0.6795,1.0,2021.0,4.0,9.0,3.0,12.5,0.0,14.0,4.0
a,2021-04-09 03:30:00+10:00,396.0,240.66833333333332,0.4721485,-0.755,1.0,2021.0,4.0,9.0,3.0,42.5,0.0,14.0,4.0
a,2021-04-09 04:00:00+10:00,396.0,240.46666666666667,0.4668385,-0.7636666666666666,1.0,2021.0,4.0,9.0,4.0,12.5,0.0,14.0,4.0
a,2021-04-09 04:30:00+10:00,396.0,240.14499999999998,0.47877449999999994,-0.7713333333333333,1.0,2021.0,4.0,9.0,4.0,42.5,0.0,14.0,4.0
a,2021-04-09 05:00:00+10:00,396.0,239.58166666666668,0.4831383333333334,-0.7583333333333333,1.0,2021.0,4.0,9.0,5.0,12.5,0.0,14.0,4.0
a,2021-04-09 05:30:00+10:00,396.0,240.63833333333332,0.42292083333333336,-0.6815000000000001,1.0,2021.0,4.0,9.0,5.0,42.5,0.0,14.0,4.0
a,2021-04-09 06:00:00+10:00,396.0,242.30166666666665,0.4233118333333334,-0.68,1.0,2021.0,4.0,9.0,6.0,12.5,0.0,14.0,4.0
a,2021-04-09 06:30:00+10:00,396.0,242.26833333333332,0.42579683333333335,-0.6745,1.0,2021.0,4.0,9.0,6.0,42.5,0.0,14.0,4.0
a,2021-04-09 07:00:00+10:00,396.0,241.00833333333333,0.4207438333333333,-0.6781666666666667,1.0,2021.0,4.0,9.0,7.0,12.5,0.0,14.0,4.0
a,2021-04-09 07:30:00+10:00,396.0,241.19833333333335,0.41756566666666667,-0.6791666666666667,1.0,2021.0,4.0,9.0,7.0,42.5,0.0,14.0,4.0
a,2021-04-09 08:00:00+10:00,396.0,242.93666666666664,0.423325,-0.677,1.0,2021.0,4.0,9.0,8.0,12.5,0.0,14.0,4.0
a,2021-04-09 08:30:00+10:00,396.0,243.865,0.48804983333333335,-0.7505000000000001,1.0,2021.0,4.0,9.0,8.0,42.5,0.0,14.0,4.0
a,2021-04-09 09:00:00+10:00,396.0,241.67666666666665,0.8670648333333334,-0.5218333333333334,1.0,2021.0,4.0,9.0,9.0,12.5,0.0,14.0,4.0
a,2021-04-09 09:30:00+10:00,396.0,243.68833333333336,1.7138481666666667,0.3085,1.0,2021.0,4.0,9.0,9.0,42.5,0.0,14.0,4.0
a,2021-04-09 10:00:00+10:00,396.0,244.63,0.8423756666666667,-0.5775,1.0,2021.0,4.0,9.0,10.0,12.5,0.0,14.0,4.0
a,2021-04-09 10:30:00+10:00,396.0,240.38166666666666,0.4821411666666667,-0.7845,1.0,2021.0,4.0,9.0,10.0,42.5,0.0,14.0,4.0
a,2021-04-09 11:00:00+10:00,396.0,242.65333333333334,0.7541486666666667,-0.6086666666666667,1.0,2021.0,4.0,9.0,11.0,12.5,0.0,14.0,4.0
a,2021-04-09 11:30:00+10:00,396.0,240.93166666666664,1.2444178333333333,-0.6625,1.0,2021.0,4.0,9.0,11.0,42.5,0.0,14.0,4.0
a,2021-04-09 12:00:00+10:00,396.0,242.70833333333334,2.0970358333333334,-0.8450000000000001,1.0,2021.0,4.0,9.0,12.0,12.5,0.0,14.0,4.0
a,2021-04-09 12:30:00+10:00,396.0,242.18166666666664,1.0378355,-0.6756666666666667,1.0,2021.0,4.0,9.0,12.0,42.5,0.0,14.0,4.0
a,2021-04-09 13:00:00+10:00,396.0,240.14333333333332,0.6379816666666667,-0.8783333333333333,1.0,2021.0,4.0,9.0,13.0,12.5,0.0,14.0,4.0
a,2021-04-09 13:30:00+10:00,396.0,238.39499999999998,0.6487736666666667,-0.9283333333333333,1.0,2021.0,4.0,9.0,13.0,42.5,0.0,14.0,4.0
a,2021-04-09 14:00:00+10:00,396.0,241.57333333333335,0.5181405,-0.7561666666666667,1.0,2021.0,4.0,9.0,14.0,12.5,0.0,14.0,4.0
a,2021-04-09 14:30:00+10:00,396.0,243.46166666666667,0.905808,-0.5636666666666666,1.0,2021.0,4.0,9.0,14.0,42.5,0.0,14.0,4.0
a,2021-04-09 15:00:00+10:00,396.0,243.66333333333333,1.6538203333333332,-0.5546666666666668,1.0,2021.0,4.0,9.0,15.0,12.5,0.0,14.0,4.0
a,2021-04-09 15:30:00+10:00,396.0,243.53333333333333,0.4909691666666667,-0.7701666666666666,1.0,2021.0,4.0,9.0,15.0,42.5,0.0,14.0,4.0
a,2021-04-09 16:00:00+10:00,396.0,243.88,0.5008456666666666,-0.7916666666666666,1.0,2021.0,4.0,9.0,16.0,12.5,0.0,14.0,4.0
a,2021-04-09 16:30:00+10:00,396.0,242.93666666666664,1.2128033333333332,-0.9808333333333333,1.0,2021.0,4.0,9.0,16.0,42.5,0.0,14.0,4.0
a,2021-04-09 17:00:00+10:00,396.0,241.76166666666666,1.1625603333333334,-0.6296666666666667,1.0,2021.0,4.0,9.0,17.0,12.5,0.0,14.0,4.0
a,2021-04-09 17:30:00+10:00,396.0,237.12666666666667,1.7096545,-0.9768333333333333,1.0,2021.0,4.0,9.0,17.0,42.5,0.0,14.0,4.0
a,2021-04-09 18:00:00+10:00,396.0,236.51833333333332,2.8875533333333334,-0.6401666666666667,1.0,2021.0,4.0,9.0,18.0,12.5,0.0,14.0,4.0
a,2021-04-09 18:30:00+10:00,396.0,237.70166666666668,2.819945,0.9443333333333334,1.0,2021.0,4.0,9.0,18.0,42.5,0.0,14.0,4.0
a,2021-04-09 19:00:00+10:00,396.0,236.25333333333333,2.28336,0.9456666666666665,1.0,2021.0,4.0,9.0,19.0,12.5,0.0,14.0,4.0
a,2021-04-09 19:30:00+10:00,396.0,236.74,2.2311883333333333,0.9443333333333332,1.0,2021.0,4.0,9.0,19.0,42.5,0.0,14.0,4.0
a,2021-04-09 20:00:00+10:00,396.0,235.97833333333332,2.5002166666666668,0.9228333333333333,1.0,2021.0,4.0,9.0,20.0,12.5,0.0,14.0,4.0
a,2021-04-09 20:30:00+10:00,396.0,232.97,2.36431,0.9111666666666668,1.0,2021.0,4.0,9.0,20.0,42.5,0.0,14.0,4.0
a,2021-04-09 21:00:00+10:00,396.0,233.90666666666667,1.0688266666666666,-0.9976666666666666,1.0,2021.0,4.0,9.0,21.0,12.5,0.0,14.0,4.0
a,2021-04-09 21:30:00+10:00,396.0,234.49166666666667,1.4350658333333335,-0.38083333333333336,1.0,2021.0,4.0,9.0,21.0,42.5,0.0,14.0,4.0
a,2021-04-09 22:00:00+10:00,396.0,236.88833333333332,1.1553161666666667,-0.3535,1.0,2021.0,4.0,9.0,22.0,12.5,0.0,14.0,4.0
a,2021-04-09 22:30:00+10:00,396.0,237.06166666666664,1.1324368333333334,-0.35600000000000004,1.0,2021.0,4.0,9.0,22.0,42.5,0.0,14.0,4.0
a,2021-04-09 23:00:00+10:00,396.0,237.99833333333333,1.2447324999999998,-0.339,1.0,2021.0,4.0,9.0,23.0,12.5,0.0,14.0,4.0
a,2021-04-09 23:30:00+10:00,396.0,239.75166666666667,0.7021926666666666,0.666,1.0,2021.0,4.0,9.0,23.0,42.5,0.0,14.0,4.0
a,2021-04-10 00:00:00+10:00,396.0,241.03833333333333,0.9663373333333333,-0.01733333333333331,1.0,2021.0,4.0,10.0,0.0,12.5,0.0,14.0,5.0
a,2021-04-10 00:30:00+10:00,396.0,241.18500000000003,0.9386076666666666,-0.6178333333333333,1.0,2021.0,4.0,10.0,0.0,42.5,0.0,14.0,5.0
a,2021-04-10 01:00:00+10:00,396.0,241.18166666666664,0.46552233333333337,-0.7348333333333333,1.0,2021.0,4.0,10.0,1.0,12.5,0.0,14.0,5.0
a,2021-04-10 01:30:00+10:00,396.0,241.21,0.4682771666666667,-0.7294999999999999,1.0,2021.0,4.0,10.0,1.0,42.5,0.0,14.0,5.0
a,2021-04-10 02:00:00+10:00,396.0,240.69500000000002,0.43878966666666663,-0.6966666666666667,1.0,2021.0,4.0,10.0,2.0,12.5,0.0,14.0,5.0
a,2021-04-10 02:30:00+10:00,396.0,241.74166666666667,0.4171825,-0.6678333333333333,1.0,2021.0,4.0,10.0,2.0,42.5,0.0,14.0,5.0
a,2021-04-10 03:00:00+10:00,396.0,241.755,0.41721499999999995,-0.669,1.0,2021.0,4.0,10.0,3.0,12.5,0.0,14.0,5.0
a,2021-04-10 03:30:00+10:00,396.0,241.33833333333334,0.45098716666666666,-0.7401666666666666,1.0,2021.0,4.0,10.0,3.0,42.5,0.0,14.0,5.0
a,2021-04-10 04:00:00+10:00,396.0,242.04666666666665,0.41712733333333335,-0.6686666666666667,1.0,2021.0,4.0,10.0,4.0,12.5,0.0,14.0,5.0
a,2021-04-10 04:30:00+10:00,396.0,241.66,0.4298551666666666,-0.6881666666666666,1.0,2021.0,4.0,10.0,4.0,42.5,0.0,14.0,5.0
a,2021-04-10 05:00:00+10:00,396.0,240.99,0.4839441666666667,-0.7536666666666667,1.0,2021.0,4.0,10.0,5.0,12.5,0.0,14.0,5.0
a,2021-04-10 05:30:00+10:00,396.0,240.87,0.4296605,-0.6859999999999999,1.0,2021.0,4.0,10.0,5.0,42.5,0.0,14.0,5.0
a,2021-04-10 06:00:00+10:00,396.0,239.66,0.4368645,-0.695,1.0,2021.0,4.0,10.0,6.0,12.5,0.0,14.0,5.0
a,2021-04-10 06:30:00+10:00,396.0,240.23666666666668,0.4743375,-0.755,1.0,2021.0,4.0,10.0,6.0,42.5,0.0,14.0,5.0
a,2021-04-10 07:00:00+10:00,396.0,239.41166666666666,0.4214833333333334,-0.6781666666666667,1.0,2021.0,4.0,10.0,7.0,12.5,0.0,14.0,5.0
a,2021-04-10 07:30:00+10:00,396.0,237.8216666666667,0.4228055,-0.6736666666666666,1.0,2021.0,4.0,10.0,7.0,42.5,0.0,14.0,5.0
a,2021-04-10 08:00:00+10:00,396.0,239.28333333333333,0.44144183333333337,-0.6773333333333333,1.0,2021.0,4.0,10.0,8.0,12.5,0.0,14.0,5.0
a,2021-04-10 08:30:00+10:00,396.0,240.17999999999998,2.285273333333333,0.8079999999999999,1.0,2021.0,4.0,10.0,8.0,42.5,0.0,14.0,5.0
a,2021-04-10 09:00:00+10:00,396.0,241.24666666666667,2.4129833333333335,0.8315,1.0,2021.0,4.0,10.0,9.0,12.5,0.0,14.0,5.0
a,2021-04-10 09:30:00+10:00,396.0,240.28833333333333,1.8026665,-0.03466666666666668,1.0,2021.0,4.0,10.0,9.0,42.5,0.0,14.0,5.0
a,2021-04-10 10:00:00+10:00,396.0,241.99333333333334,1.4433893333333334,-0.084,1.0,2021.0,4.0,10.0,10.0,12.5,0.0,14.0,5.0
a,2021-04-10 10:30:00+10:00,396.0,241.97000000000003,1.2371756666666667,-0.2776666666666667,1.0,2021.0,4.0,10.0,10.0,42.5,0.0,14.0,5.0
a,2021-04-10 11:00:00+10:00,396.0,242.50833333333333,1.109057,-0.24233333333333337,1.0,2021.0,4.0,10.0,11.0,12.5,0.0,14.0,5.0
a,2021-04-10 11:30:00+10:00,396.0,242.11833333333334,0.9975081666666666,-0.29683333333333334,1.0,2021.0,4.0,10.0,11.0,42.5,0.0,14.0,5.0
a,2021-04-10 12:00:00+10:00,396.0,241.60166666666666,0.8308369999999999,-0.4955,1.0,2021.0,4.0,10.0,12.0,12.5,0.0,14.0,5.0
a,2021-04-10 12:30:00+10:00,396.0,240.16,1.3400028333333334,-0.3661666666666667,1.0,2021.0,4.0,10.0,12.0,42.5,0.0,14.0,5.0
a,2021-04-10 13:00:00+10:00,396.0,242.90666666666667,0.8253119999999999,-0.5791666666666666,1.0,2021.0,4.0,10.0,13.0,12.5,0.0,14.0,5.0
a,2021-04-10 13:30:00+10:00,396.0,247.33666666666667,0.4317151666666667,-0.7481666666666666,1.0,2021.0,4.0,10.0,13.0,42.5,0.0,14.0,5.0
a,2021-04-10 14:00:00+10:00,396.0,244.405,0.6180145,-0.42,1.0,2021.0,4.0,10.0,14.0,12.5,0.0,14.0,5.0
a,2021-04-10 14:30:00+10:00,396.0,242.66,0.6796305,-0.476,1.0,2021.0,4.0,10.0,14.0,42.5,0.0,14.0,5.0
a,2021-04-10 15:00:00+10:00,396.0,239.0233333333333,2.984847666666667,-0.26299999999999996,1.0,2021.0,4.0,10.0,15.0,12.5,0.0,14.0,5.0
a,2021-04-10 15:30:00+10:00,396.0,241.1966666666667,1.8671691666666668,-0.349,1.0,2021.0,4.0,10.0,15.0,42.5,0.0,14.0,5.0
a,2021-04-10 16:00:00+10:00,396.0,240.42166666666665,1.0540535,-0.6248333333333334,1.0,2021.0,4.0,10.0,16.0,12.5,0.0,14.0,5.0
a,2021-04-10 16:30:00+10:00,396.0,239.28,1.9121433333333335,-0.355,1.0,2021.0,4.0,10.0,16.0,42.5,0.0,14.0,5.0
a,2021-04-10 17:00:00+10:00,396.0,236.31166666666664,1.6734033333333336,-0.36966666666666664,1.0,2021.0,4.0,10.0,17.0,12.5,0.0,14.0,5.0
a,2021-04-10 17:30:00+10:00,396.0,236.59666666666666,1.5993251666666666,-0.3275,1.0,2021.0,4.0,10.0,17.0,42.5,0.0,14.0,5.0
a,2021-04-10 18:00:00+10:00,396.0,233.42166666666665,1.576242,0.3035,1.0,2021.0,4.0,10.0,18.0,12.5,0.0,14.0,5.0
a,2021-04-10 18:30:00+10:00,396.0,228.4466666666667,2.5886583333333335,0.7296666666666667,1.0,2021.0,4.0,10.0,18.0,42.5,0.0,14.0,5.0
a,2021-04-10 19:00:00+10:00,396.0,230.14499999999998,3.1217733333333335,0.8533333333333334,1.0,2021.0,4.0,10.0,19.0,12.5,0.0,14.0,5.0
a,2021-04-10 19:30:00+10:00,396.0,235.38166666666666,2.460113333333333,0.9265,1.0,2021.0,4.0,10.0,19.0,42.5,0.0,14.0,5.0
a,2021-04-10 20:00:00+10:00,396.0,233.49833333333333,2.757233333333333,0.9125,1.0,2021.0,4.0,10.0,20.0,12.5,0.0,14.0,5.0
a,2021-04-10 20:30:00+10:00,396.0,234.96,2.0115583333333333,0.5935,1.0,2021.0,4.0,10.0,20.0,42.5,0.0,14.0,5.0
a,2021-04-10 21:00:00+10:00,396.0,234.43666666666664,1.7139891666666667,-0.033999999999999996,1.0,2021.0,4.0,10.0,21.0,12.5,0.0,14.0,5.0
a,2021-04-10 21:30:00+10:00,396.0,234.41833333333332,1.715306,0.289,1.0,2021.0,4.0,10.0,21.0,42.5,0.0,14.0,5.0
a,2021-04-10 22:00:00+10:00,396.0,233.005,0.9774975,-0.02216666666666665,1.0,2021.0,4.0,10.0,22.0,12.5,0.0,14.0,5.0
a,2021-04-10 22:30:00+10:00,396.0,234.82333333333335,1.2030711666666667,-0.06333333333333334,1.0,2021.0,4.0,10.0,22.0,42.5,0.0,14.0,5.0
a,2021-04-10 23:00:00+10:00,396.0,235.90833333333333,1.8255256666666666,0.5298333333333333,1.0,2021.0,4.0,10.0,23.0,12.5,0.0,14.0,5.0
a,2021-04-10 23:30:00+10:00,396.0,238.07833333333335,1.6220860000000001,0.24383333333333335,1.0,2021.0,4.0,10.0,23.0,42.5,0.0,14.0,5.0
a,2021-04-11 00:00:00+10:00,396.0,240.03,1.5880678333333333,0.24583333333333335,1.0,2021.0,4.0,11.0,0.0,12.5,0.0,14.0,6.0
a,2021-04-11 00:30:00+10:00,396.0,240.12166666666667,1.5449558333333335,0.5653333333333334,1.0,2021.0,4.0,11.0,0.0,42.5,0.0,14.0,6.0
a,2021-04-11 01:00:00+10:00,396.0,240.00833333333333,1.2771583333333334,-0.054833333333333345,1.0,2021.0,4.0,11.0,1.0,12.5,0.0,14.0,6.0
a,2021-04-11 01:30:00+10:00,396.0,242.43833333333336,0.41074933333333336,-0.7583333333333333,1.0,2021.0,4.0,11.0,1.0,42.5,0.0,14.0,6.0
a,2021-04-11 02:00:00+10:00,396.0,242.2266666666667,0.4219428333333333,-0.7284999999999999,1.0,2021.0,4.0,11.0,2.0,12.5,0.0,14.0,6.0
a,2021-04-11 02:30:00+10:00,396.0,240.6483333333333,0.4135035,-0.7171666666666666,1.0,2021.0,4.0,11.0,2.0,42.5,0.0,14.0,6.0
a,2021-04-11 03:00:00+10:00,396.0,240.93999999999997,0.40249483333333336,-0.6991666666666667,1.0,2021.0,4.0,11.0,3.0,12.5,0.0,14.0,6.0
a,2021-04-11 03:30:00+10:00,396.0,241.14333333333332,0.40315983333333333,-0.6956666666666668,1.0,2021.0,4.0,11.0,3.0,42.5,0.0,14.0,6.0
a,2021-04-11 04:00:00+10:00,396.0,241.42,0.411151,-0.7158333333333333,1.0,2021.0,4.0,11.0,4.0,12.5,0.0,14.0,6.0
a,2021-04-11 04:30:00+10:00,396.0,241.36166666666668,0.40201366666666666,-0.6951666666666667,1.0,2021.0,4.0,11.0,4.0,42.5,0.0,14.0,6.0
a,2021-04-11 05:00:00+10:00,396.0,241.44500000000002,0.3937558333333333,-0.6756666666666667,1.0,2021.0,4.0,11.0,5.0,12.5,0.0,14.0,6.0
a,2021-04-11 05:30:00+10:00,396.0,241.93833333333336,0.40630116666666666,-0.6934999999999999,1.0,2021.0,4.0,11.0,5.0,42.5,0.0,14.0,6.0
a,2021-04-11 06:00:00+10:00,396.0,239.91166666666666,0.4261723333333333,-0.727,1.0,2021.0,4.0,11.0,6.0,12.5,0.0,14.0,6.0
a,2021-04-11 06:30:00+10:00,396.0,237.765,0.7752906666666667,-0.49733333333333335,1.0,2021.0,4.0,11.0,6.0,42.5,0.0,14.0,6.0
a,2021-04-11 07:00:00+10:00,396.0,237.69000000000003,0.7712978333333332,-0.5473333333333333,1.0,2021.0,4.0,11.0,7.0,12.5,0.0,14.0,6.0
a,2021-04-11 07:30:00+10:00,396.0,237.65333333333334,1.0110223333333332,-0.19566666666666666,1.0,2021.0,4.0,11.0,7.0,42.5,0.0,14.0,6.0
a,2021-04-11 08:00:00+10:00,396.0,238.97833333333332,0.7137039999999999,-0.4755,1.0,2021.0,4.0,11.0,8.0,12.5,0.0,14.0,6.0
a,2021-04-11 08:30:00+10:00,396.0,238.44500000000002,0.4997206666666667,-0.7818333333333333,1.0,2021.0,4.0,11.0,8.0,42.5,0.0,14.0,6.0
a,2021-04-11 09:00:00+10:00,396.0,237.31166666666664,1.9410830000000001,0.5416666666666666,1.0,2021.0,4.0,11.0,9.0,12.5,0.0,14.0,6.0
a,2021-04-11 09:30:00+10:00,396.0,235.32666666666668,3.548713333333333,0.8656666666666667,1.0,2021.0,4.0,11.0,9.0,42.5,0.0,14.0,6.0
a,2021-04-11 10:00:00+10:00,396.0,235.45000000000002,2.6544216666666665,0.8501666666666666,1.0,2021.0,4.0,11.0,10.0,12.5,0.0,14.0,6.0
a,2021-04-11 10:30:00+10:00,396.0,237.72,2.2841616666666664,0.8055,1.0,2021.0,4.0,11.0,10.0,42.5,0.0,14.0,6.0
a,2021-04-11 11:00:00+10:00,396.0,236.01166666666666,1.485913,0.21866666666666665,1.0,2021.0,4.0,11.0,11.0,12.5,0.0,14.0,6.0
a,2021-04-11 11:30:00+10:00,396.0,235.07333333333335,1.4193413333333333,0.2516666666666667,1.0,2021.0,4.0,11.0,11.0,42.5,0.0,14.0,6.0
a,2021-04-11 12:00:00+10:00,396.0,237.78666666666666,0.8499815000000001,-0.05716666666666664,1.0,2021.0,4.0,11.0,12.0,12.5,0.0,14.0,6.0
a,2021-04-11 12:30:00+10:00,396.0,237.53833333333333,1.9710646666666667,-0.035666666666666645,1.0,2021.0,4.0,11.0,12.0,42.5,0.0,14.0,6.0
a,2021-04-11 13:00:00+10:00,396.0,240.91666666666666,1.5439470000000002,-0.0003333333333333151,1.0,2021.0,4.0,11.0,13.0,12.5,0.0,14.0,6.0
a,2021-04-11 13:30:00+10:00,396.0,239.74333333333334,1.4439936666666666,-0.08933333333333332,1.0,2021.0,4.0,11.0,13.0,42.5,0.0,14.0,6.0
a,2021-04-11 14:00:00+10:00,396.0,238.97166666666666,1.5354875000000001,-0.08866666666666666,1.0,2021.0,4.0,11.0,14.0,12.5,0.0,14.0,6.0
a,2021-04-11 14:30:00+10:00,396.0,240.53666666666666,1.0961878333333333,-0.31216666666666665,1.0,2021.0,4.0,11.0,14.0,42.5,0.0,14.0,6.0
a,2021-04-11 15:00:00+10:00,396.0,237.43166666666664,1.0412876666666666,-0.2305,1.0,2021.0,4.0,11.0,15.0,12.5,0.0,14.0,6.0
a,2021-04-11 15:30:00+10:00,396.0,236.56500000000003,1.0073275,-0.25133333333333335,1.0,2021.0,4.0,11.0,15.0,42.5,0.0,14.0,6.0
a,2021-04-11 16:00:00+10:00,396.0,235.22333333333336,1.1249603333333333,-0.31499999999999995,1.0,2021.0,4.0,11.0,16.0,12.5,0.0,14.0,6.0
a,2021-04-11 16:30:00+10:00,396.0,234.81500000000003,1.9284266666666667,-0.05249999999999999,1.0,2021.0,4.0,11.0,16.0,42.5,0.0,14.0,6.0
a,2021-04-11 17:00:00+10:00,396.0,231.83,2.4000666666666666,-0.35600000000000004,1.0,2021.0,4.0,11.0,17.0,12.5,0.0,14.0,6.0
a,2021-04-11 17:30:00+10:00,396.0,228.90833333333333,5.530105,0.6521666666666667,1.0,2021.0,4.0,11.0,17.0,42.5,0.0,14.0,6.0
a,2021-04-11 18:00:00+10:00,396.0,226.06166666666664,6.563373333333334,0.9743333333333334,1.0,2021.0,4.0,11.0,18.0,12.5,0.0,14.0,6.0
a,2021-04-11 18:30:00+10:00,396.0,226.66166666666666,5.358433333333334,-0.011666666666666659,1.0,2021.0,4.0,11.0,18.0,42.5,0.0,14.0,6.0
